Unnamed:_0,TIN,Taxpayer,Tax_Account_No,Tax_Type,Tax_Period_Year,Assessment_No,Received_Date_,Entry_Date,Due_Date,Form_No,Form_Version_No,IRC_Form_Version_No,Form_Description,10.Gross_sales_(cash_/_credit,11.Gross_contract_and_sub-con,12.Partnership_distribution_i,13.Distributions_from_trusts,14.Oil_pipeline_tariffs_and_r,15.Dividend_income,16.Exchange_gains_/_losses,17.Interest_income,18.Rental_income,19.Royalty_income,20.Other_gross_income,90.TOTAL_GROSS_INCOME,100.Cost_of_goods_sold,101.Rented_property_expenses_i,102.Resource_operations_joint_,103.Amortisation,104.Advertising_and_promotion,105.Bad_debts_written_off,106.Borrowing_expenses,107.Commissions,108.Contract_employees,109.Consultancy_fees,110.Consumables,111.Depreciation,112.Development_levy,113.Directors'_fees_and_expens,114.Entertainment_expenses,115.Foreign_exchange_losses_/_,116.Gifts_and_donations,117.Insurance,118.Interest_expense_-_PNG,119.Interest_expense_-_Foreign,120.Lease_payments,121.Legal_expenses,122.Management_fees_-_PNG,123.Management_fees_-_Foreign,124.Motor_vehicle_expenses,125.Repairs_and_maintenance,126.Rental_expenses,127.Royalties_-_PNG,128.Royalties_-_Foreign,129.Salaries_/_wages,130.Superannuation_-_PNG,131.Superannuation_-_Foreign,132.Travel_and_accommodation,133.All_other_expenses,190.TOTAL_OPERATING_EXPENSES,200.Amortisation_charged_in_th,201.Depreciation_charged_in_th,202.Non-allowable_capital_expe,203.Increase_in_provisions_and,204.Income_Tax_(if_claimed_in_,205.Non-allowable_donations_or,206.Non-allowable_legal_expens,207.Goodwill_or_formation_expe,208.Recouped_lease_premiums,209.Excess_management_fees_(S6,210.Excess_interest_deductions,211.Other_items_not_allowable_,290.TOTAL_NON-DEDUCTIBLE_ITEMS,300.Non-assessable_income,301.Depreciation_for_tax_purpo,302.Depreciation-IncentiveOnly,303.Allowable_exploration_dedu,304.Allowable_capital_expendit,305.Allowable_capital_expendit,306.Section_155N_Inc.deduction,307.Double_deductions,308.Prior_Year_Losses_Utilised,309.Other_tax_deductible_items,310.Net_exempt_income,311.Res._royalty_and_dev.levy_,312.Other_Tax_Deductible_Items,390.TOTAL_DEDUCTIBLE_ITEMS_(ex,400.Dividend_rebate_(S216),401.Foreign_taxes_paid_(S219),402.Resource_royalty_and_devel,490.TOTAL_OTHER_CREDITS_AND_RE,500.Cash_/_Investments,501.Inventory_(closing_stock),502.Accounts_receivable_(trade,503.Pre-paid_Expenses,504.Other,515.TOTAL_CURRENT_ASSETS,520.Property_/_Equipment,521.Leasehold_Improvements,522.Equity_/_Other_Investments,523.Other,524.LESS_Accumulated_depreciat,535.TOTAL_FIXED_ASSETS,536.TOTAL_ASSETS,540.Accounts_payable,541.Accrued_salary_/_wages,542.Taxes_and_fees_payable,543.Unearned_revenue,544.Other,555.TOTAL_CURRENT_LIABILITIES,560.Mortgage,561.Loans_from_directors,562.Other_loans,563.Other_long-term_liabilitie,575.TOTAL_LONG-TERM_LIABILITIE,590.TOTAL_LIABILITIES,600.35_Interest,601.35A_Fishing_operations,602.42_Dividends,603.45B_Export_sales,604.45I_Rural_development_ince,605.45N_Bougainville_incentive,606.68A_Solar_heating,607.69A_Gifts_-_Sporting_bodie,"608.69C_Gifts_-_Law,_order,_an",609.69E_Gifts_-_Charitable_org,610.69H_Gifts_-_Law_/_order_pr,611.69I_Gifts_-_National_day_c,612.69K_Gifts_-_PNG_Sports_Fed,613.69M_Island_Forum,614.70A_Education_expenses_(in,615.72A_Double_deduction_-_Sta,616.72C_Double_deduction_-_Exp,617.72C_Double_deduction_-_Exp,618.73(3)_Depreciation_-_20%_l,619.73(4)_Depreciation_-_Fuel_,620.73(5)_Depreciation_-_Non-o,621.73(6)_Depreciation_-_Non-o,622.73(7)_Depreciation_-_Indus,623.73(9)_Depreciation_-_Prima,624.95(1)_Research_/_Developme,625.97A_Primary_production_dev,626.97B(1)_150%_Extension_serv,627.155J_Double_deduction_-_Un,628.155N_Amortisation_-_Explor,629.156D_Amortisation_-_Explor,630.156E_Double_deduction_-_Ex,631.158J_Amortisation_-_Allowa,632.Ch119_Pioneer_industries,633.219_Current_year_approved,634.219D_Expenditure_for_the_p,635.Other,690.TOTAL_Enter_the_sum_of_all,710.Current_Year_Profit_/_Loss,715.Loss_Utilised_From_Prior_Y,718.TAXABLE_INCOME,720.GROSS_TAX_,"730.Less_Other_Credits,_Rebate",740.GROSS_TAX_NET_OF_OTHER_CRE,750.Plus_Additional_Profits_Ta,755.Total_Tax_Payable,760.Less_Infrastructure_develo,770.Less_Interest_Withholding_,780.Less_Business_Payments_Tax,781.Total_Tax_To_Pay_(After_In,790.Less_Prov_Tax_-_APT,800.NET_TAX_PAYABLE_/_(REFUNDA,801.Instalment_basis_for_futur,901.Total_DIRECTOR'S_FEES,902.Total_SALARY_OR_WAGES,903.Total_ALLOWANCES,904.Total_SALARY/WAGES_TAX_DED,911.Total_BPT__INCOME,912.Total_BPT_TAX_DEDUCTED,919.SCHEDULE_3,920.Total_dividends_paid_durin,921.Total_DWT_due,922.LESS_DWT_paid,923.TOTAL_1_-_DIVIDENDS_PAID_(,924.Total_GROSS_DIVIDEND_OR_DI,925.Total_DWT_DEDUCTED,926.Total_DIVIDEND_FOREIGN_TAX,927.ADD_DWT_or_UTWT_carried_fo,928.TOTAL_2_(DWT_deducted_plus,929.BALANCE_PAYABLE_/_(OR_TO_B,931.Total_GROSS_INTEREST_PAID,932.Total_IWT_DEDUCTED,933.FOREIGN_TAX_PAID_(IF_APPLI,951.Total_TOTAL_RENT_PAID_DURI,966.ROYALTY_PAYMENTS_Tot._Paid,971.MANAGEMENT_FEES_Tot._Paid,976.FOREIGN_SHIPPING_Tot._AMO,981.SUPER_Total_FULLY-TAXED,982.SUPER_Total_EMPLOYER'S,983.SUPER_Total_EMPLOYEES',984.SUPER_Total_PAYOUTS,985.SUPER_Total_LOAN_BAL_START,986.SUPER_Total_INTEREST,987.SUPER_Total_REPAYMENTS,"988.SUPER_Total_LOAN,BAL_END",991.TOTAL_BENEFICIARY'S_SHARE,992.TOTAL_AMOUNT_Income_Deriv,Sector_Activity,Ent_Activity_Code,Enterprise_Activity,632.S219C_Infrastr.Develop._Cr,636.S35_Tax_Foregone,637.S35A_Tax_Foregone,638.S42_Tax_Foregone,639.S45I_Tax_Foregone,640.S68A_Tax_Foregone,641.S69A_Tax_Foregone,642.S69C_Tax_Foregone,643.S69E_Tax_Foregone,644.S69H_Tax_Foregone,645.S72C_D.Ded.Manufac,646.S72C_D.Ded.Tourism,647.S73(3)_Tax_Foregone,648.S73(4)_Tax_Foregone,649.S73(5)_Tax_Foregone,650.S73(6)_Tax_Foregone,651.S73(7)_Tax_Foregone,652.S73(9)_Tax_Foregone,653.S95(1)_Tax_Foregone,654.S97A_Tax_Foregone,655.S97B(1)_Tax_Foregone,656.S155J_Tax_Foregone,657.S155N_Tax_Foregone,658.S156D_Tax_Foregone,659.S158J_Tax_Foregone,660.S219C_Tax_Foregone,661.Other_Tax_Foregone,689.TOTAL_Tax_Revenue_Foregone,763.Less_Res.Royalty/Dev_levy,782.Tot.Tax_To_Pay_(AfterRRDCr,Assessed_Date,1.Percentage_of_gross_sales,311.Res_royalty_and_dev_levy.1,Total_Sales_Revenue,Total_Distributions_Royalties,Total_Investment_Income,Total_Other_Income,Total_Cost_of_Goods_Sold,Total_Property_Rental_Expenses,Total_Resource_Operations,Total_Depreciation_Amortization,Total_Marketing_Promotion,Total_Financial_Expenses,Total_Employee_Expenses,Total_Professional_Fees,Total_Operational_Expenses,Total_Amortization_Depreciation,Total_Non_Allowable_Capital_Expenses,Total_Provisions_Taxes,Total_Non_Allowable_Donations_Legal,Total_Goodwill_Formation_Expenses,Total_Recouped_Lease_Premiums,Total_Excess_Fees_Interest,Total_Other_Non_Allowable_Items,Total_Non_Assessable_Income,Total_Depreciation,Total_Exploration_Capital_Expenditure,Total_Section_Specific_Deductions,Total_Prior_Year_Losses,Total_Other_Deductible_Items,Total_Net_Exempt_Income,Total_Resource_Royalty_Dev_Levy,Total_Dividend_Rebate,Total_Foreign_Taxes_Paid,Total_Resource_Royalty_Development,Total_Current_Assets,Total_Fixed_Assets,Total_Current_Liabilities,Total_Long_Term_Liabilities,Total_Tax_Incentives_Deductions,Total_Taxable_Income_Tax_Payable,Total_Section_Specific_Tax_Foregone,Total_Other_Tax_Foregone,Total_Directors_Salary_Related,Total_Business_Payments_Tax,Total_Dividends,Total_Interest_Withholding_Tax,Total_Rent_Royalty_Payments,Total_Management_Foreign_Shipping_Fees,Total_Superannuation_Payments,Total_Loan_Related_Payments,Total_Liabilities,Total_Gross_Income,Non_Operating_Income
10,500000045,PNG WATER LIMITED,190930,CORPORATE INCOME TAX,2017,1337670,27-07-2018,30-07-2018,28-09-2018,39,6,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,22935355,0,0,0,0,0,0,5703270,0,0,2148281,30786906,22935355,0,0,0,0,0,0,0,0,80000,0,0,0,90000,0,1533,5000,0,0,0,0,0,0,120000,0,0,12000,0,0,50400,0,0,12230,53940,23360458,0,0,0,0,0,5000,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,58891599,0,4370466,0,24178301,87440366,179476,0,0,3537340,179462,3537354,90977720,1979362,0,209757,0,363176,2552295,0,0,0,0,0,2552295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7431448,0,7431448,2229434.4,0,2229434.4,0,2229434.4,0,165720,0,2229434.4,3564000,-1500285.6,2063714.4,90000,0,0,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,5703270,165720,0,12000,0,120000,0,0,0,0,0,0,0,0,0,0,0,"4000 ELECTRICITY, GAS AND WATER SUPPLY",4300,"WATER COLLECTION, TREATMENT AND SUPPLY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22935355,0,5703270,2148281,22935355,12000,0,0,0,0,50400,200000,162703,0,0,0,5000,0,0,0,0,0,0,0,0,0,,0,,0,0,0,87440366,3896278,2552295,0,0,28073782.4,0,,109800,0,0,5868990,12000,120000,0,0,2552295,30786906,2148281
11,500000045,PNG WATER LIMITED,190930,CORPORATE INCOME TAX,2018,1782451,31-07-2019,05-08-2019,30-09-2019,39,7,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,24663729,0,0,0,0,0,0,4182121,0,0,2238432,31084282,24663729,0,0,0,0,0,0,0,0,80000,0,0,0,85500,0,144,7000,95,0,0,0,12340,0,120000,0,0,12000,0,0,44100,0,0,21338,73397,25119643,0,0,0,0,0,7000,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,83558264,0,5224969,0,6678361,95461594,179476,0,0,0,179462,14,95461608,2258594,0,132809,0,471633,2863036,0,0,0,0,0,2863036,0,0,0,,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,5971639,0,5971639,1791491.7,0,1791491.7,0,1791491.7,0,322572,0,1791491.7,0,1468919.7,1468919.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4000 ELECTRICITY, GAS AND WATER SUPPLY",4300,"WATER COLLECTION, TREATMENT AND SUPPLY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24663729,0,4182121,2238432,24663729,12000,0,0,0,0,44100,212340,187474,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,95461594,358938,2863036,0,0,22369656.2,0,,0,0,0,0,0,0,0,0,2863036,31084282,2238432
12,500000054,KINA BANK LIMITED,193666,CORPORATE INCOME TAX,2015,1139167,29-06-2016,21-03-2018,30-06-2016,39,4,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,0,0,0,0,0,0,0,29355811.51,0,0,27556134.03,56911945.54,0,0,0,0,50501.74,1370566.12,0,0,0,41445.65,0,1474948.26,0,325032.25,27817.6,0,13000,384337.22,877136.65,0,0,0,0,0,0,197587.54,673015.75,0,0,2300858.31,68437.33,164610,168354.04,8760868.67,16898517.13,0,1474948.26,0,4023461.43,0,40817.6,0,0,0,0,0,494819.65,6034046.94,0,1258532.83,0,0,0,0,0,0,0,74343.8,0,,,1332876.63,0,0,0,0,298872758,0,178725738,0,158305494,635903990,13782610,0,179598129,0,5325030,188055709,823959699,0,0,0,0,574182869,574182869,0,0,0,0,0,574182869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44714598.72,0,44714598.72,13414379.62,0,13414379.62,0,13414379.62,0,0,0,13414379.62,-76202.64,13414379.62,13414379.62,143432,0,0,45984.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2144145.3,0,0,0,0,0,0,0,0,0,0,0,0,0,"8000 FINANCE, INSURANCE, BUSINESS SERVICES AND REAL ESTATE ACTIVITIES",8110,BANKS AND SAVING AND LOAN SOCIETIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29355811.51,27556134.03,0,673015.75,0,1474948.26,50501.74,2247702.77,2533905.64,41445.65,9876997.32,1474948.26,0,4023461.43,40817.6,0,0,0,494819.65,0,2949896.52,0,0,0,,0,,0,0,0,635903990,198705769,574182869,0,0,169839272.5,0,,189416.99,0,0,0,2144145.3,0,0,0,574182869,56911945.54,27556134.03
13,500000054,KINA BANK LIMITED,193666,CORPORATE INCOME TAX,2016,1139237,30-06-2017,21-03-2018,03-07-2017,39,5,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,0,0,0,0,0,0,0,60141444,0,0,26847881,86989325,0,0,0,0,372898.58,1647155,0,0,0,277951.37,173445.08,2082078,0,0,29609.24,0,4000,311750.33,10142109.15,0,0,269980.86,2307293,0,116648.91,341772.29,5316174.37,0,0,5317914.73,0,0,0,18255608.09,46966389,0,2082078,0,6991785.06,0,33988.24,0,0,0,0,0,199357.49,9307208.79,0,3281021.17,0,0,0,0,0,0,0,12505342.72,0,,,15786363.89,0,0,0,0,336145455,0,600845818,0,209856797,1146848070,18766946,0,64328380,0,7238796,75856530,1222704600,962227270,1160713,0,0,38911023,1002299006,0,0,0,0,0,1002299006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33543780.9,0,33543780.9,10063134.27,0,10063134.27,0,10063134.27,0,0,0,10063134.27,-240027.93,10063134.27,10063134.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60141444,0,0,5316174.37,0,0,0,0,0,0,0,0,0,0,0,0,0,"8000 FINANCE, INSURANCE, BUSINESS SERVICES AND REAL ESTATE ACTIVITIES",8110,BANKS AND SAVING AND LOAN SOCIETIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,60141444,26847881,0,5316174.37,0,2082078,372898.58,11789264.15,5317914.73,2855225.23,19232833.94,2082078,0,6991785.06,33988.24,0,0,0,199357.49,0,4164156,0,0,0,,0,,0,0,0,1146848070,90334122,1002299006,0,0,127226339.5,0,,0,0,0,60141444,5316174.37,0,0,0,1002299006,86989325,26847881
14,500000054,KINA BANK LIMITED,193666,CORPORATE INCOME TAX,2017,1352657,27-06-2018,08-08-2018,02-07-2018,39,6,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,0,0,0,0,0,0,7296718.64,102480125.1,0,0,8765200.65,118542044.4,0,0,0,0,834831.8,2413080.06,0,0,0,69671.81,176299.28,2504636.97,0,510065.11,38318.98,0,22341.07,272621.32,26838852.44,0,0,296703.8,4677047.85,0,135948.56,283750.34,5356104.26,0,0,10897813.7,404184.16,0,409227.92,30867341.66,87008841.09,0,2504636.97,0,0,0,38318.98,29244.17,0,0,0,0,191699.26,2763899.38,0,2555618.73,0,0,0,0,0,0,0,418168.91,0,,,2973787.64,0,0,0,0,224922749.5,0,725801306.7,0,240022332.8,1190746389,26514831.86,0,79877699.09,0,9743432.96,96649097.99,1287395487,1022433723,1276037.31,0,0,20747951.68,1044457712,0,0,0,0,0,1044457712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31323315.04,0,31323315.04,9396994.51,0,9396994.51,0,9396994.51,0,0,0,9396994.51,9157666.14,239328.37,9396994.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102480125.1,0,0,5356104.26,0,0,0,0,0,0,0,0,0,0,0,0,0,"8000 FINANCE, INSURANCE, BUSINESS SERVICES AND REAL ESTATE ACTIVITIES",8110,BANKS AND SAVING AND LOAN SOCIETIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,102480125.1,16061919.29,0,5356104.26,0,2504636.97,834831.8,29251932.5,11301997.86,5043423.46,32715914.24,2504636.97,0,0,67563.15,0,0,0,191699.26,0,5009273.94,0,0,0,,0,,0,0,0,1190746389,116135963.9,1044457712,0,0,119028597.1,0,,0,0,0,102480125.1,5356104.26,0,0,0,1044457712,118542044.4,16061919.29
15,500000054,KINA BANK LIMITED,193666,CORPORATE INCOME TAX,2018,1754235,28-06-2019,11-07-2019,01-07-2019,39,7,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,0,0,0,0,0,0,34495870.06,116037602.3,0,0,7354557.14,157888029.5,0,0,0,0,1336502.82,6102505.24,0,0,0,377970.49,183090.95,3448804.13,0,0,89408.82,0,349790.34,533320.08,22307667.08,0,0,71991.91,5339238.77,0,201621.93,208364.69,5366546.08,0,0,14346574.3,524708.49,0,398988.3,42363272.49,103550366.9,0,3448804.13,0,2244242.85,0,123473.61,33027.3,0,0,0,0,2783586.01,8633133.9,0,3850740.36,0,0,0,0,0,0,0,0,0,0,481661.61,4332401.97,0,0,,0,601012000,0,842330000,0,10804000,1454146000,34555000,0,34195000,155735000,11694000,212791000,1666937000,1329897000,2389000,7776000,0,50251000,1390313000,0,0,0,0,0,1390313000,0,0,0,,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,58638394.52,0,58638394.52,17591518.36,0,17591518.36,0,17591518.36,0,0,0,17591518.36,10148754,7442764.36,17591518.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8000 FINANCE, INSURANCE, BUSINESS SERVICES AND REAL ESTATE ACTIVITIES",8110,BANKS AND SAVING AND LOAN SOCIETIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,116037602.3,41850427.2,0,5366546.08,0,3448804.13,1336502.82,28410172.32,14871282.79,5789201.17,44327857.6,3448804.13,0,2244242.85,156500.91,0,0,0,2783586.01,0,6897608.26,0,0,0,481661.61,0,0,0,0,,1454146000,236179000,1390313000,0,0,222825899.2,0,,0,0,0,0,0,0,0,0,1390313000,157888029.5,41850427.2
16,500000063,PUMA ENERGY PNG LIMITED,38526,CORPORATE INCOME TAX,2015,326948,28-06-2016,06-07-2016,30-06-2016,39,4,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,1287905999,0,0,0,0,0,572112.24,21180.04,2614514.73,0,3509939.64,1294623746,1085853375,0,0,0,1299663.65,-142074.15,0,0,0,1607510.93,0,19554775.4,0,0,14859.68,11868033.15,0,3020090.66,5691.79,0,0,0,54944000,1666495.26,0,8412689.7,9238567.98,0,0,37425083.28,1921878.12,0,3056200.15,35754941.18,1275501782,0,19554775.4,0,0,0,14859.68,0,0,0,0,0,7176887.61,26746522.69,0,14744303,0,0,0,0,0,0,0,21403634.01,0,,,36147937.01,0,0,0,0,83927438.93,105773669.6,70552895.71,2267610.25,10100891.94,272622506.5,316848830.5,0,0,26297205.5,122474431.6,220671604.5,493294110.9,33647481.12,0,0,0,116696381.3,150343862.5,0,0,0,5027783.66,5027783.66,155371646.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720550.13,0,9720550.13,2916165.04,0,2916165.04,0,2916165.04,0,3886.95,0,2916165.04,5700000,-2787721.91,2912278.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6000 WHOLESALE AND RETAIL TRADE, SALE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",6160,RETAIL SALE OF AUTOMOTIVE FUEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287905999,0,21180.04,6696566.61,1085853375,9238567.98,0,19554775.4,1299663.65,-136382.36,39346961.4,58218006.19,62126814.52,19554775.4,0,0,14859.68,0,0,0,7176887.61,0,39109550.8,0,0,0,,0,,0,0,0,272622506.5,465620467.6,150343862.5,5027783.66,0,36934203.55,0,,0,0,0,0,0,0,0,0,155371646.1,1294623746,6696566.61
17,500000063,PUMA ENERGY PNG LIMITED,38526,CORPORATE INCOME TAX,2016,698310,21-06-2017,02-08-2017,03-07-2017,39,5,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,1256991910,0,0,0,0,0,718885,9890,3774542,0,3305384,1264800611,1129519067,0,0,0,1256661,0,0,0,0,292186,0,22154863,0,0,83001,7245790,0,3557162,0,0,0,0,0,14276697,1682225,8857662,7063808,0,0,31243406,1762663,0,2000504,32686010,1263681705,0,22154863,0,0,0,83001,0,0,0,0,0,23748073.63,45985937.63,0,28766421.93,0,0,0,0,0,0,0,2556144.25,0,,,31322566.18,0,0,0,0,49528637,107569034,79838379,0,152827531,389763581,359594632.4,0,0,9150294,144233265,224511661.4,614275242.4,43622443,0,1536459,0,224256870,269415772,0,0,0,4480286,4480286,273896058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15782277.45,0,15782277.45,4734683.24,0,4734683.24,0,4734683.24,0,1483.5,0,4734683.24,3224928.42,1508271.32,4733199.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9890,1483.5,0,7063808,0,14276697,0,0,0,0,0,0,0,0,0,0,0,"6000 WHOLESALE AND RETAIL TRADE, SALE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",6160,RETAIL SALE OF AUTOMOTIVE FUEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256991910,0,9890,7798811,1129519067,7063808,0,22154863,1256661,0,33006069,14568883,56112354,22154863,0,0,83001,0,0,0,23748073.63,0,44309726,0,0,0,,0,,0,0,0,389763581,512978191.4,269415772,4480286,0,59971170.84,0,,0,0,0,11373.5,7063808,14276697,0,0,273896058,1264800611,7798811
18,500000063,PUMA ENERGY PNG LIMITED,38526,CORPORATE INCOME TAX,2017,1288310,21-06-2018,27-06-2018,02-07-2018,39,6,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,1549642291,0,0,0,0,0,0,1878.65,5942592.32,0,3039200.29,1558625962,1428620664,0,0,0,281144.8,0,0,0,0,0,0,28116675.99,0,0,49081.46,12441926.91,0,4718591.97,491.95,0,0,607750.69,0,13899164.23,2161838.81,11224430.57,8176353.62,0,0,33204174.25,0,0,2043981.76,30320109.98,1575866381,0,28116675.99,0,802697.18,0,49081.46,4399.28,0,0,0,0,10129788.93,39102642.84,0,26438544.19,0,0,0,0,0,0,0,20436061.24,0,,,46874605.43,0,0,0,0,37251911.48,209182880.5,103579090.8,0,9150655.42,359164538.1,414510956.6,0,0,13889477.9,167272744.4,261127690.1,620292228.2,15621386.8,0,6925713.06,0,264852618.8,287399718.7,0,0,0,4680483.56,4680483.56,292080202.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25012381.99,0,0,0,0,0,0,0,0,264.02,0,0,2216160,-2216424.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878.65,264.02,0,8176354,0,13899164.23,0,0,0,0,0,0,0,0,0,0,0,"6000 WHOLESALE AND RETAIL TRADE, SALE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",6160,RETAIL SALE OF AUTOMOTIVE FUEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549642291,0,1878.65,8981792.61,1428620664,8176353.62,0,28116675.99,281144.8,491.95,33204174.25,14506914.92,62959961.46,28116675.99,0,802697.18,53480.74,0,0,0,10129788.93,0,56233351.98,0,0,0,,0,,0,0,0,359164538.1,595673178.8,287399718.7,4680483.56,0,-25012381.99,0,,0,0,0,2142.67,8176354,13899164.23,0,0,292080202.2,1558625962,8981792.61
19,500000063,PUMA ENERGY PNG LIMITED,38526,CORPORATE INCOME TAX,2018,1746983,28-06-2018,05-07-2019,01-07-2019,39,7,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,1996776587,0,0,0,0,0,0,1309378.93,9021984.08,0,3051009.34,2010158959,1822799273,0,0,0,696960.55,0,0,0,0,0,0,29888957.65,0,0,23476.55,12631131.5,0,3590404.63,0,0,0,592750.08,0,14827646.89,2494321.49,12857238.16,10215213.95,0,0,34142455.71,0,0,2329571.1,31302990.8,1978392392,0,29888957.65,0,0,0,23476.55,248706.32,0,0,0,0,4649784.7,34810925.22,0,31016513.07,0,0,0,0,0,0,6067616.65,0,0,0,29493362.56,60509875.63,0,0,,0,48702271.14,223121612.8,149214005.1,0,5159549.72,426197438.8,461536519.6,0,0,3627489.65,195693494.9,269470514.3,695667953,14867409.26,0,10275527.41,0,316200745.2,341343681.9,0,0,0,4720095,4720095,346063776.9,0,0,0,,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,6067616.65,6067616.65,0,0,0,0,0,0,0,0,0,0,1595634,-1595634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6000 WHOLESALE AND RETAIL TRADE, SALE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",6160,RETAIL SALE OF AUTOMOTIVE FUEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996776587,0,1309378.93,12072993.42,1822799273,10215213.95,0,29888957.65,696960.55,0,34142455.71,15420396.97,65229134.23,29888957.65,0,0,272182.87,0,0,0,4649784.7,0,59777915.3,0,0,6067616.65,29493362.56,0,0,0,0,,426197438.8,660857504.2,341343681.9,4720095,0,12135233.3,0,,0,0,0,0,0,0,0,0,346063776.9,2010158959,12072993.42
